9695	9770	40.06
6675	8027	5.09
8802	9418	46.36
1271	2509	3.9
7320	9249	16.92
9031	9802	18.51
8844	9526	57.57
6463	8598	28.84
2250	5807	5.91
8408	9054	53.39
4312	7231	55.08
9400	9840	52.47
6807	9406	32.49
8657	9922	41.66
3109	4351	56.47
4065	5484	50.16
6792	9165	33.06
9504	9722	78.35
2519	5453	71.03
1382	3188	2.29
6334	9875	22.42
2065	9614	66.22
4815	7688	44.16
9311	9463	13.07
4044	7102	15.15
6972	9800	25.76
8724	9940	6.34
7423	8259	65.96
4475	6703	22.33
3444	9932	86.17
1456	9043	21.05
2580	5318	33.48
627	8403	84.71
3551	5069	82.36
7265	7371	60.03
3735	5775	70.28
2828	6451	71.89
2715	8473	44.6
4998	9393	99.28
6846	8354	74.57
7741	8988	49.43
1172	6330	31.88
7905	9414	69.43
8016	8366	24.26
3178	6623	58.57
324	8872	87.71
2871	8516	46.58
8332	9405	30.47
261	9089	65.55
786	6679	4.26
5487	9132	83.8
9698	9889	44.22
3245	3857	43.12
9665	9829	87.48
8248	9829	67.37
2109	9190	58.51
1876	6158	65.95
511	9472	17.24
4500	8626	43.64
1564	9477	96.44
4400	6748	69.11
2189	9048	83.84
7582	8205	15.53
3492	9503	59.52
9207	9955	28.83
2884	9229	10.97
9468	9558	15.98
7610	8737	97.25
5841	7008	59.49
4926	5028	54.57
2282	6284	82.85
3211	5722	15.12
5968	7778	31.88
9337	9914	38.11
8463	9336	66.07
7319	7687	13.55
3332	8877	59.97
5208	9966	75.17
7824	8266	10.41
4298	7199	49.8
1552	9930	29.76
3916	6017	26.85
1318	1426	97.63
4750	5234	89.37
9965	9998	75.55
1741	4146	31.29
1735	9346	33.42
5422	8760	64.78
2138	3787	48.34
9626	9860	89.21
198	8788	78.17
8583	9703	20.44
3144	8552	78.34
1457	8123	17.04
8034	9623	36.56
5870	7543	9.23
4184	5424	35.36
7420	9381	12.07
9643	9821	19.97
4127	4344	50.34
1676	8657	50.12
8152	8431	5.76
5712	7163	64.25
960	8369	2.07
3365	7234	73.25
4453	7524	17.23
8574	8834	90.35
6582	7823	28.85
95	8016	4.72
7613	8068	21.21
1291	2417	39.82
184	7168	97.19
7626	8189	97.07
7885	8635	97.47
4450	4845	54.24
9620	9903	29.06
3408	6841	36.68
6634	7743	27.04
9008	9413	25.63
5351	8107	14.29
8883	9084	11.16
3902	4215	31.72
8275	9277	25.69
9793	9984	18.27
462	2962	98.32
3883	6867	39.56
572	9570	56.26
935	4182	98.84
909	1331	12.91
9859	9875	90.99
975	8884	71.74
3315	7830	95.97
4617	8640	61.76
9307	9453	76.85
2552	3037	25.94
5654	9923	76.82
6475	7487	44.24
4619	6343	72.06
9296	9825	52.59
2655	8514	82.14
9429	9874	16.38
1916	3308	86.11
90	1807	19.29
7888	8141	96.15
4013	9049	50.61
4837	7455	46.36
386	4926	59.99
7044	8071	14.47
827	2563	38.97
5546	8249	55.38
2103	6575	7.11
6250	9712	30.8
9432	9880	35.06
3528	5010	38.1
3216	5447	46.39
362	9798	25.8
8681	9077	49.24
2495	2511	86.86
9690	9884	51.69
8995	9270	43.01
5130	7375	76.71
3431	8502	15.15
8922	9310	2.86
3049	8541	90.4
86	1319	62.72
3132	3215	45.97
6016	9721	12.32
9323	9622	62.68
7589	7973	93.23
4294	4536	8.98
9902	9910	56.22
8340	8477	87.56
5936	7699	20.22
927	6157	14.02
8984	9007	79.21
4207	5627	38.19
239	3103	93.07
5209	6730	12.4
5512	7145	51.6
9358	9884	81.05
5555	8086	75.89
752	8083	6.85
566	5682	62.91
9891	9893	92.89
5744	6770	18.14
6609	9519	19.56
8277	9468	80.77
7273	7834	16.04
3007	6024	51.49
9577	9970	75.71
203	1193	49.82
5675	6145	31.01
7111	9038	6.99
3055	5658	6.6
6209	7294	34.84
58	9551	93.08
3266	6493	15.11
2596	6832	93.54
6329	6754	84.65
1649	6939	61.2
1142	5993	26.7
1369	3122	69.02
3171	8457	81.39
4601	8966	50.77
3978	7048	79.65
8854	9023	19.03
3128	8614	27.9
8771	9746	56.27
6224	9056	25.8
4251	5371	93.64
7875	9127	99.86
3794	8510	97.59
7360	9294	15.82
8799	9762	16.5
5504	9647	81.61
763	5425	66.02
124	3794	76.76
6941	6994	52.75
8815	9773	78.57
951	1029	45.75
9385	9484	15.83
7438	7864	17.01
603	1631	94.08
4515	5148	47.4
3464	5390	42.99
2582	4053	28.52
3294	4981	61.4
6613	7024	72.7
9391	9472	63.5
4881	7085	96.4
53	6220	11.12
2328	8073	3.51
1754	5735	8.37
1742	7667	88.15
7163	7727	98.51
2230	4266	50.33
3056	8338	41.04
8665	9005	25.8
6266	7070	11.16
4878	6386	26.8
9936	9953	50.79
2261	8639	94.68
5898	8175	75.07
9131	9603	10.03
5049	8620	62.2
6594	7950	77.96
7805	9889	79.27
2016	4063	6.18
9068	9293	48.48
9130	9425	60.22
3725	5619	12.58
5833	7620	52.43
3611	8732	59.48
555	5657	99.73
8361	9319	94.42
4920	7430	50.69
5807	7073	88.32
5583	6440	82.78
9705	9804	35.31
4849	9686	64.52
3934	5603	25.91
8700	9435	84.24
6633	7135	30.99
6363	7967	14.89
9265	9408	85.9
8207	9805	68.66
732	1654	19.77
1517	9238	59.32
4440	5122	84.0
1561	2896	1.78
7419	9909	19.71
7536	9092	76.44
3650	6502	65.56
6112	9361	85.75
898	2353	96.22
1703	5083	25.44
9500	9573	13.51
1681	3396	26.7
5918	8723	1.89
204	8871	43.2
7939	7974	45.34
8322	9757	64.58
7780	9959	90.26
6052	8389	77.75
2524	3117	22.25
4494	6553	55.0
5582	8141	50.97
4685	8037	10.4
4059	7974	71.19
9454	9666	69.39
6167	7675	45.83
3361	4007	74.51
3636	8942	7.26
2682	3420	17.29
891	4905	47.48
3684	9363	23.42
8125	9105	47.72
898	9918	56.9
8360	9662	59.15
7897	9366	42.46
2444	5115	89.92
1319	7847	37.83
5820	8948	61.06
8635	8883	46.95
3581	4033	51.69
3826	7671	21.04
5438	8134	9.32
1190	7051	92.87
3831	4853	15.33
9141	9666	6.79
1838	2234	53.69
7993	9733	58.9
1315	5568	63.55
5657	9724	7.16
2780	5310	51.38
7641	8088	9.5
8283	9488	8.91
9406	9626	85.85
9292	9963	13.44
7307	8937	30.65
3208	5617	75.62
2378	7286	28.48
6074	7018	47.13
6075	9300	18.27
6285	7930	29.63
8046	9899	84.37
6098	7594	80.13
7638	7745	33.49
1091	2648	40.34
343	6162	17.63
244	6535	19.04
823	6377	47.24
33	720	25.35
7570	9553	62.17
6558	8923	68.31
1346	6824	64.81
7831	8046	33.9
9938	9973	17.12
4547	7326	51.0
1098	9415	14.17
4162	5196	34.91
7699	8939	92.61
6892	8359	29.05
6135	9129	76.27
9355	9651	44.47
7846	9552	63.47
1133	6607	50.45
3713	3992	74.31
1929	7750	72.71
9294	9982	4.14
3836	9995	25.96
9471	9856	92.35
402	6845	70.04
8696	9169	1.28
6843	7457	76.77
6641	8940	56.01
2100	6716	27.38
5909	7143	34.59
8913	9038	39.87
7560	9907	79.26
1143	9225	89.71
7098	8285	78.84
5209	8635	33.33
3654	8636	87.39
2583	9024	33.98
2586	8081	74.34
5957	9818	95.54
9853	9923	87.93
367	7128	45.56
5104	9140	27.32
3665	7884	46.83
3276	9646	82.34
1641	6561	24.13
8249	8937	19.05
5584	7664	35.88
5893	8039	82.9
5968	5978	42.13
6230	6976	80.89
1995	2212	42.01
9634	9980	11.05
3243	6320	35.5
53	7399	66.65
2421	3964	16.24
2746	8931	15.51
8291	8518	61.72
7602	8958	50.31
5188	9724	9.96
1082	3879	56.72
9479	9611	6.36
3354	3734	26.02
4021	4421	57.22
3083	4257	33.04
3497	8386	71.99
5926	8896	47.67
1823	9832	71.69
584	5731	82.73
6060	7898	53.53
6139	6897	83.15
5063	7151	31.61
5463	7286	26.32
4632	5183	83.87
4220	9711	96.7
1973	5433	84.9
5682	7407	36.63
3210	4852	64.41
2066	6922	46.16
5882	8658	18.21
7512	8005	56.85
8821	9140	22.06
5123	6334	60.65
2058	2299	59.57
8867	9782	85.56
6884	7251	99.53
5042	7862	92.96
1910	2652	69.45
2994	5397	51.82
5215	8531	99.57
1417	7742	60.77
8191	8320	26.75
3090	3331	91.54
9918	9994	25.21
3177	4479	11.37
1434	8402	2.38
8764	9513	80.15
9367	9489	36.65
4193	5291	9.19
5391	8148	45.01
5352	7823	22.7
4730	4780	89.05
209	1893	33.78
4145	6542	61.87
7404	8589	10.87
8596	9984	73.92
1401	7894	32.04
383	6944	11.31
1750	5655	46.7
1377	3963	51.57
2394	8988	37.03
7043	9985	54.14
5555	7831	7.83
3502	4727	80.91
7451	8117	56.32
1211	8459	11.55
8091	9850	53.96
7423	9130	88.87
9470	9552	19.59
2521	2981	49.05
277	645	79.94
4446	8899	69.72
7738	8089	50.33
4039	7122	8.55
3190	8557	61.78
5132	9499	17.84
5169	7716	30.24
8500	9196	27.65
7457	9978	91.46
3110	9335	89.46
3418	7150	19.41
907	8820	79.46
423	2354	84.82
9645	9919	31.94
2902	7494	54.58
9375	9714	71.53
9859	9987	71.81
8964	9366	21.43
7401	7954	64.02
8814	9287	94.49
4979	6048	31.25
6759	8989	12.77
2240	8606	19.36
6486	9984	71.71
670	1166	2.89
8554	9189	50.47
2419	5684	4.32
4361	9243	2.09
2398	8886	72.53
511	1635	19.25
2195	9346	58.21
9616	9658	80.68
9453	9560	1.19
4255	8984	15.0
6044	9624	26.01
2434	9208	18.08
6799	7421	87.51
1567	9578	79.93
8394	8797	41.34
7953	9945	85.79
4776	9740	83.18
1097	7557	36.69
2656	4479	94.66
4694	8718	20.82
8789	9299	24.89
501	1318	57.19
4640	5532	9.0
3105	8621	62.0
4147	5321	9.05
5545	8049	7.29
6657	9136	65.62
2017	9990	12.54
8099	9425	25.02
1364	4179	64.02
1893	7930	96.6
9517	9936	47.13
316	9366	54.73
1013	3349	81.18
8916	9179	2.26
7302	9287	18.29
8951	9533	74.63
2917	2966	13.96
6225	6655	48.88
8197	8676	62.06
1097	6480	86.74
374	2282	85.37
2699	9034	14.96
3364	9294	11.59
5194	7894	30.82
2097	6911	28.05
2051	5904	23.85
9787	9798	58.29
4601	5146	27.21
2827	4589	14.51
9284	9549	94.29
3694	6133	77.34
6402	9493	71.08
218	8824	56.25
8788	9100	76.5
8536	9001	18.36
9824	9969	58.95
1547	6864	96.32
9022	9737	11.46
144	2716	26.26
8366	9962	42.14
2253	5852	56.45
5333	8259	58.78
9035	9844	91.37
3588	9394	53.04
1617	8494	73.2
8968	9938	51.24
5979	8126	62.18
207	5311	32.57
1655	6451	19.52
3187	9345	14.1
919	6529	41.6
8392	8604	39.9
8293	9135	26.69
424	2073	14.85
9318	9926	5.12
4620	9758	2.58
1191	8538	54.66
4838	8931	31.46
1691	9145	88.03
732	7157	32.69
6396	7821	63.29
3905	5417	70.12
8939	8995	36.94
8213	9010	20.43
141	7043	64.14
5985	6078	37.54
2563	2774	14.94
275	7082	34.08
2176	5037	96.64
2798	4915	60.42
6622	8914	54.0
5988	6137	40.88
3705	6788	25.99
1903	2810	49.97
747	9987	39.25
657	8369	73.61
6171	6883	77.11
8392	9420	63.04
6640	8373	44.38
849	2097	87.39
7375	7507	18.48
8042	9609	28.17
5102	6163	73.76
6214	9498	67.85
237	9215	91.2
1956	9281	31.78
3310	6418	71.69
7020	7181	89.8
1754	4860	47.15
3094	7233	19.12
4405	5079	27.93
1437	8699	85.37
1391	6392	71.63
6914	9312	32.89
7906	9188	94.88
9767	9875	33.67
4320	5572	78.37
7825	8573	59.27
3505	8159	12.92
4766	5076	38.41
7542	9429	41.85
8610	8653	10.97
8218	8769	90.45
3369	5832	54.31
3343	5259	92.65
5214	5726	97.52
4928	8340	30.96
1671	2155	70.27
5805	7719	90.93
113	5117	13.03
2028	6488	5.78
9999	10000	10.3
3342	7500	50.49
7997	8154	11.71
739	6270	93.91
7916	9069	56.07
8260	8932	49.43
1898	3332	4.22
3252	5218	89.94
7099	7242	23.5
9430	9773	70.43
4498	5193	11.22
7778	7934	10.77
3541	3757	15.94
4979	7851	94.65
34	602	81.74
1410	2258	6.22
2039	6028	72.73
4262	7596	76.42
537	6394	13.57
806	7042	48.8
3511	5207	55.58
4437	9412	96.73
4706	8388	16.54
3860	7713	94.31
4350	8960	15.15
2353	4764	21.34
4527	4740	54.36
4626	5948	22.15
8585	9106	30.26
3223	9751	80.42
4611	6600	76.74
7800	8375	88.31
2321	8571	73.83
8528	9406	87.96
6506	6893	54.56
6959	9152	61.58
1907	4943	93.51
1143	6417	37.32
7009	7581	88.06
1924	4974	11.72
4309	8866	54.18
8588	9195	93.78
3726	6535	90.04
8502	9524	49.96
4458	8304	95.04
6178	9481	10.18
5575	8136	10.28
1575	7548	75.56
2928	6844	45.15
2680	7191	26.56
9853	9868	38.52
6244	7163	43.12
1202	5046	42.71
2621	9427	22.72
5827	5909	32.46
7559	9240	71.35
4100	7047	21.16
4693	9557	17.43
6883	7767	78.88
5080	8208	57.14
5650	7027	49.22
1804	8348	57.39
4955	9435	83.31
364	5397	36.84
6540	7852	86.67
9178	9600	43.62
683	3765	94.72
8484	8665	62.64
9944	9988	41.22
6456	8246	52.7
2920	8550	51.21
8659	8720	96.4
9946	9975	28.73
8147	8817	85.63
7181	7825	15.61
3968	8859	1.2
3719	4323	83.91
2249	6327	2.97
7763	9049	93.33
8559	8955	11.69
1174	6152	49.58
750	1659	67.46
7731	9569	43.08
7197	8800	8.11
1291	6826	92.81
5568	9358	79.74
3624	6281	27.61
490	4570	53.49
2160	2543	13.58
2777	8339	8.66
1038	5929	25.84
4190	5320	74.48
4196	4741	78.42
3379	7908	81.91
5664	8575	14.49
2441	8175	80.64
6372	8638	63.7
584	5377	68.5
1775	9185	23.18
2812	9361	11.95
9578	9896	66.69
9905	9925	34.0
4842	9124	81.58
4406	7290	70.65
6405	7047	36.11
7260	8915	46.63
5835	9381	81.94
2168	5203	63.34
7292	9140	1.06
6626	8484	24.69
7170	7798	42.77
2989	3386	68.24
6771	6853	87.85
6924	9443	42.18
8380	9375	75.57
9099	9940	61.09
3617	7752	37.39
8311	9630	18.58
3346	6243	97.59
2577	3073	21.4
7663	8666	42.95
914	7321	56.93
1437	9516	32.67
8168	8613	60.34
5061	7872	90.2
4525	6016	73.8
5996	8914	81.24
3952	7208	80.32
8680	9215	72.79
1007	3552	74.1
1165	2263	48.88
4478	8079	99.97
1662	2241	9.42
2041	7262	34.82
839	881	56.5
3029	6118	38.65
6641	7187	76.27
8306	9090	75.15
3563	5718	80.12
1193	3309	29.38
3318	7219	92.44
3732	4229	22.65
5751	7859	81.64
1436	7633	34.41
1231	6009	17.76
2250	3927	30.28
1393	8175	69.77
652	1786	73.58
8271	9445	54.55
5266	9885	34.87
8322	9455	62.68
2557	4533	65.09
1617	9894	62.95
246	9115	23.27
9359	9938	85.48
1288	8622	77.61
9879	9883	18.54
2468	8957	81.52
9083	9471	58.2
5655	6097	25.35
9752	9823	76.96
1035	2998	61.3
1844	6532	94.42
7539	7998	15.06
2971	8751	57.64
6454	7214	57.31
1129	4160	76.98
6004	9390	82.57
6530	7354	27.29
1706	1737	51.63
5161	5705	37.1
8258	8796	25.79
2688	9339	43.4
2727	4679	93.74
5337	8002	83.05
5728	8333	78.64
6920	8825	13.88
5302	9043	70.3
3220	6693	39.93
6293	6674	17.72
2819	5882	54.08
2814	7842	15.15
4676	9557	2.61
682	2844	39.84
4059	4445	86.09
158	165	51.11
7989	8118	88.56
6629	8210	48.01
1980	7289	2.55
1875	6496	94.82
2022	8331	69.0
7390	7765	36.3
3070	6786	8.03
5006	8127	21.49
7469	8469	21.21
3473	3832	32.89
4664	6033	97.32
5626	6728	74.61
5885	9456	31.75
4939	5022	51.16
8455	9310	93.88
1436	4970	73.05
920	6166	92.26
507	2920	26.04
2521	2819	81.21
55	220	1.3
6738	6826	62.78
8615	9445	64.15
7058	9446	10.38
1695	8965	10.5
5369	8570	59.05
8588	9882	82.99
5328	5393	68.79
9256	9604	46.48
2085	3575	36.23
2277	7542	96.91
5212	7778	3.87
1578	8353	21.61
3715	5737	28.4
3256	7205	70.9
5318	9173	70.05
4644	4875	9.77
4885	8452	55.41
1394	4010	18.16
7831	7967	49.82
30	6291	28.14
3759	4400	65.38
4354	9685	54.9
5760	7628	97.52
7600	9726	50.04
2761	3540	11.49
5868	7944	66.05
8732	9950	22.29
895	1278	72.84
563	5809	31.58
5018	7086	20.02
5388	9867	1.92
6254	7286	61.07
6182	8119	59.43
2797	3955	4.65
4243	7167	36.73
8581	9849	3.69
7566	9953	33.89
8870	9762	9.15
6466	7535	31.31
4324	5232	13.97
7715	9373	86.16
6332	9089	13.13
967	1182	92.57
6669	8409	77.23
7762	9800	27.12
8784	9502	17.7
9185	9787	31.91
5947	9329	47.83
2522	7266	27.94
6867	6991	71.84
8440	9507	56.24
2898	4617	90.19
1223	7794	16.68
654	6517	21.8
8255	8744	12.1
8320	8659	48.64
2188	7215	17.01
9522	9665	57.79
8065	8312	48.69
7471	8814	43.24
6860	7402	20.81
4700	8480	17.48
9439	9882	94.97
6239	6801	72.44
1809	4905	88.52
9639	9653	22.95
3890	4392	53.13
4618	8111	61.17
1827	4404	13.65
6432	6984	7.02
2766	3019	22.28
7180	9045	45.99
2108	4563	72.15
2523	4268	6.31
2483	3314	68.23
4374	7702	13.63
9926	9989	31.61
5248	5453	5.19
9716	9999	65.16
1480	7941	71.4
1825	2263	6.71
2827	4233	18.34
1161	9522	69.3
5604	8603	44.63
2447	4577	58.58
8982	8983	38.97
9860	9924	32.2
3576	9897	69.33
6874	8621	16.22
657	1018	28.74
2676	4702	81.75
7533	8194	30.95
7637	9813	98.79
400	9387	72.66
6849	8258	1.84
3098	8446	94.66
3701	8892	57.59
9805	9928	69.27
4985	7894	3.79
6137	9890	32.17
5252	5486	30.55
9336	9792	64.34
262	1683	48.87
9073	9527	33.7
4630	5696	64.9
5996	8801	52.01
2639	8228	72.0
4486	7315	8.04
9370	9950	28.28
1849	9961	83.8
3641	4383	66.8
8105	9346	38.18
6563	7455	56.63
5363	9586	28.71
6272	9304	96.42
5937	8981	78.09
9167	9246	30.9
8021	8310	74.85
9471	9532	27.65
2010	4374	88.56
8842	9170	17.49
5939	8858	54.73
450	5048	83.62
9682	9769	39.54
8380	9913	35.76
5081	7673	23.66
7554	8520	42.26
9171	9882	23.02
6522	9287	56.0
3876	6708	45.83
7810	8911	89.8
9355	9358	84.34
4767	7244	69.98
6352	9350	28.23
6367	7283	94.07
5090	6769	94.08
388	7890	80.47
9117	9574	71.63
1679	6160	46.74
2259	5094	37.25
273	5716	89.51
3594	6931	64.85
2188	2579	96.88
7852	8817	63.9
85	6661	1.27
8230	8246	96.75
2497	2624	62.46
8570	9589	12.74
8890	9404	17.54
716	4154	92.06
4046	7265	95.69
9015	9763	57.9
454	8263	71.07
7831	9157	76.22
8236	9795	18.72
8439	8487	20.0
9763	9888	48.17
2377	4329	74.02
8455	9294	97.19
9515	9692	15.96
7179	7683	16.3
624	5374	85.23
6083	6794	89.79
9448	9747	89.2
1324	9757	67.13
1033	9919	20.58
7228	7529	91.91
4818	7339	31.9
3998	5215	83.0
7873	9298	37.88
8769	9600	56.86
3815	8462	1.77
9176	9600	67.93
1308	2737	6.35
9539	9997	7.88
2165	3861	95.97
8714	8747	77.85
7899	7944	71.8
5075	6080	42.4
3706	5315	17.9
330	1397	29.56
1093	3681	2.13
9368	9658	29.91
2557	3709	85.48
8992	9957	89.91
4175	7842	71.8
197	8729	6.34
492	1474	10.48
8933	9897	63.48
8529	9434	85.71
6708	9591	33.72
5378	9395	94.32
1896	8814	97.27
1541	8169	56.88
4666	5300	72.46
1355	7706	80.99
7178	9683	66.46
7142	8822	27.36
5072	5804	49.06
7992	8661	84.67
3286	5064	20.24
4886	7539	93.38
4444	8971	48.52
3337	9234	78.7
6445	8176	93.77
5145	6684	43.45
7736	8830	94.98
3029	3283	42.09
1968	4443	15.04
961	6592	92.92
3296	9648	93.87
7156	8773	44.91
8809	9499	81.59
1898	5192	43.02
6933	7997	2.21
320	8138	28.5
9321	9697	27.55
2374	9615	11.55
4434	4531	42.81
1747	8713	22.66
4859	7370	45.14
2647	5206	34.26
8874	9539	48.92
9044	9707	56.52
6490	9509	63.82
6200	6323	4.68
4596	5748	77.61
5215	5882	39.06
1132	5779	33.68
5112	8281	67.85
6465	9389	88.33
193	9666	62.73
2013	9614	32.01
6236	8355	48.78
6177	6352	32.36
1432	9339	80.23
4706	6002	89.77
8486	9229	33.93
9079	9268	81.43
572	1095	73.52
879	2572	37.77
3187	5879	24.57
4394	6452	78.24
1270	5310	79.39
6650	6900	34.4
3051	4867	71.52
6968	8950	9.08
7070	8349	24.18
669	4972	97.36
5249	9105	87.48
1824	2822	35.76
6862	9765	75.49
5528	7992	95.39
35	1959	63.81
5764	7573	2.88
5042	6889	99.53
6207	8567	41.67
7031	8863	45.2
266	8169	18.23
953	5609	96.83
5277	5516	60.9
8386	9506	15.54
264	6533	48.59
8346	8431	29.4
8484	9617	86.43
4938	7373	68.11
8571	8985	66.73
8690	9807	40.34
5831	5899	3.67
4869	5233	78.55
3434	9428	12.28
2927	9859	32.37
2057	3428	85.28
7585	9971	46.67
4722	5254	9.02
8745	9458	78.34
7774	9336	39.22
5533	9873	43.5
2542	5128	79.83
2877	6272	85.44
7644	9400	17.29
3410	4581	82.52
305	9374	22.35
1340	5314	72.84
3900	5022	25.71
7864	9161	17.73
6755	8897	77.75
9625	9938	9.09
5027	9539	49.74
9048	9131	53.58
843	6951	26.09
2241	3586	4.8
9761	9852	26.25
3855	8607	16.31
3508	8562	5.56
7100	9630	99.62
4783	5776	65.17
5248	9398	68.89
3481	8448	38.39
8714	9750	42.56
2473	8220	39.68
6250	9376	10.43
3530	4415	21.03
6862	8943	99.77
2722	7476	38.64
9326	9729	31.82
8540	9467	38.26
2376	9147	6.47
757	3129	55.74
4520	6206	25.28
9440	10000	46.84
2136	3873	84.78
826	1801	4.38
1961	5659	82.36
1160	3218	23.46
9576	9623	70.04
8578	9796	28.48
7667	8375	12.59
5880	6610	67.09
8848	9843	51.68
8429	9628	20.04
3437	3775	23.47
1672	6245	86.24
907	9128	39.79
1821	7287	77.29
980	9677	82.94
7880	8976	94.81
5684	7914	92.41
4623	7878	41.54
9161	9408	38.72
3582	7756	33.68
8769	9193	62.6
17	3207	82.98
176	4593	44.64
3550	8828	10.26
5828	9303	80.66
7486	9229	27.02
673	1768	84.07
1693	4747	32.32
5027	5657	34.2
3267	3510	1.39
3095	7686	65.33
6758	7393	25.81
2073	8480	96.49
2430	9349	94.01
7079	7435	6.98
2208	4262	89.96
2248	3510	41.72
9765	9805	68.0
4623	6137	17.93
5105	8443	21.09
2174	9991	93.2
5659	8464	69.4
8994	9161	85.75
3418	6977	59.4
9497	9588	95.37
4482	7459	71.4
2499	2689	62.62
4416	4909	6.97
9170	9555	99.32
6962	7714	16.18
1463	8215	56.91
2698	4005	97.24
2287	3452	99.62
4219	4861	92.56
2052	5474	36.4
4444	5807	71.69
9642	9715	77.65
3852	4171	84.15
3130	9897	83.49
9050	9613	10.92
6172	8802	29.49
1273	9495	64.34
5919	8380	88.1
3352	8962	71.47
6725	7820	44.08
8864	9056	79.87
2936	8348	48.9
4988	7217	25.42
3939	4414	40.41
9876	9917	97.84
2708	8078	76.29
696	5147	59.62
7180	9112	54.85
4508	6239	91.84
